text,label
everyones just set to &quot;Away&quot; on msn.. nobody to talk to :\,0
"@HeroBeth That was my entire week!! I didn't get to design once while at my GRAPHIC DESIGN job, only at home doing freelance. Sad.",0
@simplyvanessa why you never answer me..  wath i say to you,3
my dads being an ass.....,3
"@MissKibbles Thanks, thought that may have been the case  chap here doing awful job of Addicted on BGTalent.....",2
"@rickblanton Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!",1
@lizzie123x aww sweetie  you could always take a break and read or write something happier that'll make you feel better,2
Now standing because my tailbone is killing me,4
@Clumsyflic the kid that got a second chance shudnt have. mowgli didnt. gutted,0
So freaking close to getting my car back. Told me I could pick it up then call back to tell me there is a crack in the mfing windshied.,4
really really misses her,0
does not want to go to sixth period.,4
"oh yes, the Cavs win game5, now onto game6. it's still d3, they HAVE to win this one either, it's no shot for the championship",0
ughh feel rubbish,3
deff workin this weekened,4
#bgt What happened Greg.  That was a rubbish follow up.,3
"Damn, I never knew I could miss my phone so much for 4 hours till they told me I won't have it back till then",0
"playing with Zeke, he's leaving today",0
"@ChantelleDaily sold out in 6 stores, i don't think so",4
Just finished taking world geograhy final!!! I think I did bad!!!!,4
@KellyCombs  I'm bummed to miss you.   Hope you enjoy your writing conf. tho!,0
@MegsEggs i know its such a shame  i think they've got a good chance &amp; i hope they do coz they are different aren't they &amp; great :]!,4
I'm all scared and bruised.,4
My throat is on fire,3
I am sucking with the abbreviation today. Sorry  My sentences look like my eight year old is typing them. lol,0
Medicine Man Oh Medicine Man where for Art thou? FEELiN.... FAiNt... can't....go .....On (lyin on floor)  `````````,4
"@aaronob I had it! On my itunes, but then I lost all my songs.",0
"Its official, I'm having the worst day. I called it a mile away",0
Weekend looks sloppy  Looking forward to a great week with great customers!,4
i'm sickk  ... tomorrow will be a disaster if i don't get better.,0
im depressed on this pretty day  Everyone either is doing something or CAN'T...bleh -.-,0
"@misspache  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately.",4
head hurts and I feel sick  and I have to go to work tomorrow,4
"@OhBlee awww, that sucks  But they're so awesome when you get one, all squeeky and happy. I only have one left now though",4
@nicola_prigg pah - she isn't ready for it poor little mite,4
@HaleyFaye  Why?,4
@pawstoupdate that breaks my heart,0
#bgt Will Holly take being paraded on stage again for potential rejection?,4
@travisjestes  never have good dreams like that.,4
"WFD: Lasagna. Still 45 minutes to go, so hungry now.",4
ummmm i have no idea what im doing but my friend is pissed off at me now and i dont know why she 3s me so much I NEED HELP BRITNEY plz,4
"@sydneetaylor ur welcome sweetie . Anytime . I need to find a way to get more followers , I don't have many",5
in edinburgh. just had a chinese yum! better take wee haggis out hes cryin at me   dunno y tho xox,2
"@mitchelmusso it's so sad, i'd 2 to talk to you but i live in the uk  can't wait for the new album, please say hi to me xxx",0
"@DirtLawyer Re: SWA &amp; Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.",0
"@glasgirl GAAAAAAASP I didn't know it will be the final one!!  Sad, I've been reading those books for years",5
Work till 6..then dreadful tv shopping cause mine broke,3
"@MostTornBrain Agreed, the review process is unfortunately not a very fair one ...   #iphonedev",3
"@ultramegaman I've never done a Friday digest... today is an anomaly, usually my schedule on Fridays doesn't leave time for it.",0
I already miss my Mohawk.,0
Arrived safely in San Fran. Disgraced to report that I tossed my cookies. Seems I no longer have the constitution for flying.,0
has a good heart... or so says the doctor. Except that the doctor won't be in until Tuesday afternoon to put that in writing....,4
"@MightyJunebugg nooo... as a font connoisseur i can totally relate dude, my heart goes out to you",4
@StefiBeautifulO I know.  There's no reason for any of that.,5
@gillianre  im not happy im emailin a complaint! haha il hav 2listen again on sunday,0
"@Lexie2sgreys well sadly I live in the most boring city in the USA, so there is nothing to do here.",0
"Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a crap week, doesnt look like the wknd is gona be better!",0
"@LittleMissLea HAHAHAHAHAHAHAHAHAHAHAHA I 2 it!!! No, actually, I have been having mad cravings lately though",2
@HoptonHouseBnB I know - no probs. The driving bit always gets to me this time of the ac. year  Which bit of sea are you going to? Aber?,4
@FreyaLynn it's too friggin late now.,4
"Just got home, no rosie 5 of smiles hugs &amp; kisses waiting for me.",5
Almost 2 more hours then i'm out of work. Time couldn't go by any slower.,4
my baby man is 4 years old a week today  he's growing up too fast.....,0
at the direct selection tool who is being stubborn and not working for me today.,4
@nunie I have to go to Spanish mass on Sunday  And then write a couple of papers. Boo.,5
R.I.P little bird that flew into my window snapping his neck,4
@Suziebee123 yes dear....  ... I'm opff bbl8r,0
@melodykid  i wlda seen it wit you! dummyhead.,2
came online for a big cause. ruined,0
i got stung. by a bee.,4
@djknucklehead  no water park today? made me jealous looking at that pic,1
A long and stressful day coming up tomorrow. Have to write responses to EOI; doing a colleagues job,4
i have so much homework  i think i am going to hide in a corner and cry.,4
I've already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,1
@tinabby Got that right! And i know when I found out she wasn't coming i cried!  It really sucks but Im still happy she headlining  now!,5
"AAAAARRRRGGGHHH! there is a huge spider in the towel pile, *cries* glad Kerbear isn't here  sorry mum cant bring the rest in",4
@adrenalynntoao I've been readin your last few twitts. I hope your ok,4
"@rolandsmartin Awe Man, I hope someone turns it in",4
@leahchu  that's the worst dream ever. weird to think all of those thoughts are in your subconscious.,5
"@arnteriksen I'm having exactly the same day you are, man. Just buried over here  #FollowFriday",0
I have had to yield my computer to the Webkinz Fan Club...,3
"@kaelahbee Aw, Kaelah I feel so bad for you. This sounds serious? Please get better soon. I admire you for still working hard and stuff.",0
is feeling Fab today and missing my boo,0
"@ausaudriel no money atm, plus I did that trial so I don't know if it would let me play without buying that new exp",4
@msmiya127 did your car get towed? Thats what happened to redgie's car last time he went there  another reason why i don't like splashtown,3
"@RosalieJHale I'm fine, I've just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt",0
On runway 2 hours,4
@Emilee_Marie Wish I could make it too!!! I 3 my commute sometimes,3
#bgt It's a shame that the Dreambears won't get through,4
@LadyStar88 Lol...I am greedy. I'm craving Coldstone again.,1
"just took my best friend of 13 years, How well you know Katie Outzen quiz and failed, how does that happen? its just so sad!",4
I always want to be perfect. That???s so hard cause I even know that it???s impossible. ...,3
Noooooo worst news ever today my tattoo artist is moving omg what am I going to do!?!?!?!?,4
fed up of pain now,0
@thisisryanross I won't leave you alone until you accept my appology,4
Damn it. Totally gutted I decided not to go out tonight. Roni Size is DJing,3
"@natalidelconte I bet you received lots of hit from that tweet; at work i cannot, wish i could",4
At the art all state. I feel very sick.,3
@Smokeroomsocial I'ma say you should smudge yourself before I start calling people given the malicious action we pulled the other night,4
How to get a $40 trumpet book - get caught in the rain with an $80 trumpet book ... oh dear  NY,4
Broke the laptop again...,0
@nizhonipetphoto i wannna go   i wanna go anywhere but jersey,1
@kiteman1 yeah unfortuantley  Sam hanks crap bowl that he like rolled along the floor got me out  grr,4
just wants to hear his voice,0
@xXHAZELXx Don't think you would be happy if you were...,4
wants to go back to charleston,4
@Doodlebug18 I'm sorry darling  anything I can do?,4
"My grandpa just told me he feels useless. I said, &quot;Papa you're in your 80's, you just do what makes you happy&quot;, somehow I doubt it helped",4
"my dog poppy is poorly  i 3 seeing my pets ill, so sad!",0
I went over the limit for actions per hour for twitter clients.  i 3 that limit.,3
"@jtsui i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!",1
"@MrJRGregory Im 20 - believe me, I've tried! I'm just too ginger! Freckles join up on my face - that's it!  get it out a bottle cancer ...",4
"@MrJRGregory Im 20 - believe me, I've tried! I'm just too ginger! Freckles join up on my face - that's it!  get it out a bottle cancerfree",4
@LittleMissDx it sux ur so it a diff country,3
Took a long nap...I feel like I should still be asleep,1
"Hernia is hurting way more than usual tonight, no way I'm able to go out!",0
@harrisonjsmith i need to get tickets though  idk how that is gonna happen,5
swoobs and swass.... why the hell is air not on TODAY when I am packing  blech,3
@eabearce oh @ work? poor boy,0
@canadian_diva yeah I know! other than youtube rip I don't know how to keep it.,4
is so glad the weekend is here. Only one more week left of school with my kids.,2
"@Rikmach Yeah, I remember.  *hugs*",1
Got a bad headache,0
i had navy blue under my black nailpolish for a while and i think it stained my nails a little..,4
@melodykid ahhh i cant go then! i could've gone at like 1,4
just doesn't understand why this thing wont save my photos  Defo uggo! lol,4
@vicenzo2009 No star replies to me,4
"Someone just sent me a random phone pic of Asian cats (with the paws in the air like in sushi/Chinese restaurants), and I don't know who",4
"Late night 1 with friend, and early morning wake ups make Zeb a very grumpy girl",1
Listen to Back Around by @ddlovato ...2 this song. Meet @TiniOlsen tomorrow ^.^ But we can???t go swimming  Sorry,5
